1789157807.374725,1789157807.3764622,mouse.txt
1789157807.5575795,1789157807.5587227,mouse.txt
1789157809.4614296,1789157809.4630094,mouse.txt
1789157811.3226194,1789157811.3238952,mouse.txt
1789157811.7819695,1789157811.7832081,mouse.txt
1789157811.7970538,1789157811.7984185,mouse.txt
1789157811.9908092,1789157811.9927714,mouse.txt
1789157812.15023,1789157812.1517577,mouse.txt
1789157812.841936,1789157812.8431785,mouse.txt
1789157817.4977753,1789157817.4996295,mouse.txt
1789157807.1816576,1789157807.189231,mouse.txt
1789157807.5456696,1789157807.5471845,mouse.txt
1789157809.7652104,1789157809.767172,mouse.txt
1789157809.7696328,1789157809.770747,mouse.txt
1789157810.3698375,1789157810.3712845,mouse.txt
1789157810.5376327,1789157810.539396,mouse.txt
1789157810.8092148,1789157810.810383,mouse.txt
1789157811.2975028,1789157811.2996895,mouse.txt
1789157811.7982872,1789157811.7993498,mouse.txt
1789157811.824579,1789157811.8259048,mouse.txt
1789157811.8320022,1789157811.8334305,mouse.txt
1789157818.1510398,1789157818.1529179,mouse.txt
1789157839.0262616,1789157839.027773,mouse.txt
1789157839.4566793,1789157839.458386,mouse.txt
1789157839.8192997,1789157839.821315,mouse.txt
1789157839.9345171,1789157839.936052,mouse.txt
1789157840.2017102,1789157840.2032318,mouse.txt
1789157840.2226849,1789157840.2242398,mouse.txt
1789157841.35766,1789157841.3591685,mouse.txt
1789157841.9106622,1789157841.9120753,mouse.txt
1789157842.1291952,1789157842.130961,mouse.txt
1789157843.1450453,1789157843.1464076,mouse.txt
1789157844.7436624,1789157844.7452157,mouse.txt
1789157844.7743757,1789157844.7757468,mouse.txt
1789157844.8650794,1789157844.866494,mouse.txt
1789157845.3846803,1789157845.386236,mouse.txt
1789157847.7997208,1789157847.801238,mouse.txt
1789157848.182672,1789157848.1839945,mouse.txt
1789157849.0203207,1789157849.0216165,mouse.txt
1789157839.189265,1789157839.1914048,mouse.txt
1789157839.2539995,1789157839.2555594,mouse.txt
1789157839.2846758,1789157839.2861784,mouse.txt
1789157839.900684,1789157839.9021022,mouse.txt
1789157840.424697,1789157840.426245,mouse.txt
1789157841.1108947,1789157841.1126208,mouse.txt
1789157841.373879,1789157841.3753953,mouse.txt
1789157842.0447555,1789157842.0463045,mouse.txt
1789157842.7814589,1789157842.7828977,mouse.txt
1789157843.067945,1789157843.0694947,mouse.txt
1789157843.2308729,1789157843.2321346,mouse.txt
1789157843.4688797,1789157843.4703803,mouse.txt
1789157843.6306448,1789157843.6322415,mouse.txt
1789157844.1294472,1789157844.1311455,mouse.txt
1789157844.83487,1789157844.8361614,mouse.txt
1789157845.1758885,1789157845.1774297,mouse.txt
1789157845.6259384,1789157845.6272597,mouse.txt
1789157845.9451368,1789157845.9465654,mouse.txt
1789157846.0637906,1789157846.0653114,mouse.txt
1789157846.1513445,1789157846.152896,mouse.txt
1789157846.335381,1789157846.3368144,mouse.txt
1789157846.3513107,1789157846.3523777,mouse.txt
1789157846.7785413,1789157846.780266,mouse.txt
1789157847.1503882,1789157847.151868,mouse.txt
1789157847.2002566,1789157847.201602,mouse.txt
1789157848.4115543,1789157848.4130576,mouse.txt
1789157848.6132112,1789157848.6148007,mouse.txt
1789157849.225954,1789157849.227436,mouse.txt
1789157839.7402353,1789157839.7418387,mouse.txt
1789157840.11903,1789157840.1206973,mouse.txt
1789157840.2501829,1789157840.2516408,mouse.txt
1789157840.7896342,1789157840.790974,mouse.txt
1789157841.8467672,1789157841.8483663,mouse.txt
1789157842.405574,1789157842.4069245,mouse.txt
1789157844.2755845,1789157844.2771804,mouse.txt
1789157844.5502532,1789157844.5517652,mouse.txt
1789157844.5911043,1789157844.5926764,mouse.txt
1789157845.040341,1789157845.0417037,mouse.txt
1789157845.4865966,1789157845.4879146,mouse.txt
1789157845.53621,1789157845.5375855,mouse.txt
1789157845.619728,1789157845.6210942,mouse.txt
1789157846.4523742,1789157846.4539607,mouse.txt
1789157847.7689905,1789157847.7703555,mouse.txt
1789157848.1857452,1789157848.18696,mouse.txt
1789157848.6269882,1789157848.6282506,mouse.txt
1789157848.8914104,1789157848.892891,mouse.txt
1789157849.2482924,1789157849.2500641,mouse.txt
1789157839.7501123,1789157839.7514787,mouse.txt
1789157839.964685,1789157839.9662704,mouse.txt
1789157840.0830612,1789157840.0845213,mouse.txt
1789157840.9249694,1789157840.9265292,mouse.txt
1789157841.0168302,1789157841.0183709,mouse.txt
1789157841.4162197,1789157841.4178104,mouse.txt
1789157842.5312197,1789157842.5327337,mouse.txt
1789157843.2582717,1789157843.2594724,mouse.txt
1789157843.8328588,1789157843.8344662,mouse.txt
1789157844.0695732,1789157844.071131,mouse.txt
1789157844.783972,1789157844.785405,mouse.txt
1789157845.741745,1789157845.7433748,mouse.txt
1789157846.216862,1789157846.2182739,mouse.txt
1789157848.1976223,1789157848.1989198,mouse.txt
1789157852.740764,1789157852.7420943,mouse.txt
1789157839.0578835,1789157839.0596128,mouse.txt
1789157839.512441,1789157839.513979,mouse.txt
1789157839.5890677,1789157839.590675,mouse.txt
1789157840.0888271,1789157840.090449,mouse.txt
1789157840.3896563,1789157840.391421,mouse.txt
1789157841.4267166,1789157841.428158,mouse.txt
1789157841.479117,1789157841.4805393,mouse.txt
1789157842.1054807,1789157842.1069176,mouse.txt
1789157843.132481,1789157843.1337724,mouse.txt
1789157843.3206627,1789157843.3220897,mouse.txt
1789157844.082608,1789157844.0839942,mouse.txt
1789157844.5926483,1789157844.5937002,mouse.txt
1789157845.2287526,1789157845.230262,mouse.txt
1789157845.5164387,1789157845.5178494,mouse.txt
1789157846.1863642,1789157846.187816,mouse.txt
1789157846.653001,1789157846.6545146,mouse.txt
1789157846.8222518,1789157846.823557,mouse.txt
1789157847.320099,1789157847.321593,mouse.txt
1789157847.4011786,1789157847.4026928,mouse.txt
1789157847.8157768,1789157847.8173556,mouse.txt
1789157848.3148086,1789157848.3161783,mouse.txt
1789157853.005166,1789157853.006794,mouse.txt
1789157859.402904,1789157859.4045007,mouse.txt
1789157859.426313,1789157859.4279032,mouse.txt
1789157859.5043247,1789157859.5062208,mouse.txt
1789157860.0534723,1789157860.0549774,mouse.txt
1789157860.1250334,1789157860.1266437,mouse.txt
1789157860.1856794,1789157860.1872094,mouse.txt
1789157860.537601,1789157860.5392113,mouse.txt
1789157861.8722184,1789157861.873294,mouse.txt
1789157862.5862937,1789157862.5877995,mouse.txt
1789157864.0875068,1789157864.0893786,mouse.txt
1789157864.137753,1789157864.1394494,mouse.txt
1789157864.4435906,1789157864.4449065,mouse.txt
1789157865.0930247,1789157865.0945134,mouse.txt
1789157865.5012677,1789157865.5026371,mouse.txt
1789157865.7259676,1789157865.7277179,mouse.txt
1789157865.9002273,1789157865.9017973,mouse.txt
1789157868.0680997,1789157868.069648,mouse.txt
1789157869.050011,1789157869.051428,mouse.txt
1789157869.232168,1789157869.2336164,mouse.txt
1789157859.3432488,1789157859.344902,mouse.txt
1789157859.6283488,1789157859.6299794,mouse.txt
1789157859.870653,1789157859.8722243,mouse.txt
1789157860.0423663,1789157860.0443032,mouse.txt
1789157860.069201,1789157860.0707982,mouse.txt
1789157860.1182065,1789157860.1198287,mouse.txt
1789157860.3938496,1789157860.3954122,mouse.txt
1789157860.4332373,1789157860.434619,mouse.txt
1789157860.7572982,1789157860.7588043,mouse.txt
1789157861.1921508,1789157861.19361,mouse.txt
1789157861.6786296,1789157861.680165,mouse.txt
1789157862.6022909,1789157862.6038265,mouse.txt
1789157862.7233942,1789157862.724921,mouse.txt
1789157863.1945293,1789157863.1961827,mouse.txt
1789157863.201117,1789157863.2026772,mouse.txt
1789157864.7015288,1789157864.7032058,mouse.txt
1789157865.084982,1789157865.086737,mouse.txt
1789157865.1989288,1789157865.200145,mouse.txt
1789157865.5074942,1789157865.5090747,mouse.txt
1789157865.6347575,1789157865.6362433,mouse.txt
1789157866.4965293,1789157866.4980972,mouse.txt
1789157868.7055228,1789157868.707032,mouse.txt
1789157868.8311129,1789157868.832657,mouse.txt
1789157868.9656856,1789157868.967241,mouse.txt
1789157869.1781151,1789157869.179321,mouse.txt
1789157869.2551603,1789157869.2566888,mouse.txt
1789157859.4518538,1789157859.4533758,mouse.txt
1789157860.187329,1789157860.1886368,mouse.txt
1789157860.4317613,1789157860.4333432,mouse.txt
1789157862.0312164,1789157862.0326004,mouse.txt
1789157862.6049788,1789157862.606151,mouse.txt
1789157862.7044203,1789157862.7060163,mouse.txt
1789157863.2138042,1789157863.215383,mouse.txt
1789157863.2359688,1789157863.2374604,mouse.txt
1789157863.6573462,1789157863.658987,mouse.txt
1789157863.6988485,1789157863.7003806,mouse.txt
1789157864.4198873,1789157864.4214141,mouse.txt
1789157864.4414845,1789157864.4429576,mouse.txt
1789157864.5665317,1789157864.567947,mouse.txt
1789157864.790183,1789157864.791418,mouse.txt
1789157865.499938,1789157865.5018141,mouse.txt
1789157865.5502636,1789157865.5517585,mouse.txt
1789157866.0023715,1789157866.004014,mouse.txt
1789157868.0739024,1789157868.0752082,mouse.txt
1789157868.9231312,1789157868.9244564,mouse.txt
1789157869.2574706,1789157869.2586317,mouse.txt
1789157859.4433558,1789157859.4449382,mouse.txt
1789157860.1933844,1789157860.194852,mouse.txt
1789157860.3589547,1789157860.3604982,mouse.txt
1789157860.6134465,1789157860.6151447,mouse.txt
1789157861.0566685,1789157861.0583518,mouse.txt
1789157861.1503954,1789157861.151997,mouse.txt
1789157862.4546015,1789157862.4564962,mouse.txt
1789157862.9704647,1789157862.9721217,mouse.txt
1789157864.4914837,1789157864.493023,mouse.txt
1789157864.8064265,1789157864.8078172,mouse.txt
1789157865.3233984,1789157865.3249922,mouse.txt
1789157865.8400638,1789157865.8416088,mouse.txt
1789157866.0599859,1789157866.0615802,mouse.txt
1789157866.3245583,1789157866.3262799,mouse.txt
1789157866.646255,1789157866.6478727,mouse.txt
1789157867.5700781,1789157867.5715816,mouse.txt
1789157867.6583514,1789157867.6597137,mouse.txt
1789157867.8872423,1789157867.8888707,mouse.txt
1789157868.600517,1789157868.6019704,mouse.txt
1789157868.866455,1789157868.8676586,mouse.txt
1789157869.3642435,1789157869.365529,mouse.txt
1789157859.7910385,1789157859.7934058,mouse.txt
1789157860.3739517,1789157860.375381,mouse.txt
1789157860.7296815,1789157860.7316773,mouse.txt
1789157860.7319856,1789157860.73315,mouse.txt
1789157861.16494,1789157861.166326,mouse.txt
1789157862.066357,1789157862.0678825,mouse.txt
1789157862.3511667,1789157862.3528214,mouse.txt
1789157863.508892,1789157863.5102303,mouse.txt
1789157863.535625,1789157863.5372045,mouse.txt
1789157865.2736304,1789157865.2751937,mouse.txt
1789157865.3462267,1789157865.3477757,mouse.txt
1789157866.1448846,1789157866.146487,mouse.txt
1789157866.3959157,1789157866.3974922,mouse.txt
1789157866.453358,1789157866.4552767,mouse.txt
1789157866.4782395,1789157866.4798172,mouse.txt
1789157868.8636692,1789157868.8649292,mouse.txt
1789157868.909465,1789157868.9109337,mouse.txt
1789157869.3738213,1789157869.3754635,mouse.txt
1789157861.2186542,1789157861.2203238,mouse.txt
1789157861.5269756,1789157861.5285947,mouse.txt
1789157862.538104,1789157862.539669,mouse.txt
1789157862.567421,1789157862.5692663,mouse.txt
1789157862.957268,1789157862.9589427,mouse.txt
1789157863.1384282,1789157863.1398907,mouse.txt
1789157863.1757636,1789157863.177314,mouse.txt
1789157864.9222648,1789157864.9237013,mouse.txt
1789157865.1962142,1789157865.1977222,mouse.txt
1789157865.221077,1789157865.2227461,mouse.txt
1789157865.2771988,1789157865.2785158,mouse.txt
1789157866.093495,1789157866.0950367,mouse.txt
1789157866.4183695,1789157866.4198992,mouse.txt
1789157868.012481,1789157868.0137439,mouse.txt
1789157868.121007,1789157868.122278,mouse.txt
1789157868.3984933,1789157868.399945,mouse.txt
1789157868.4451137,1789157868.446701,mouse.txt
1789157868.6936605,1789157868.6952362,mouse.txt
1789157868.7535727,1789157868.7551894,mouse.txt
1789157869.175247,1789157869.1767662,mouse.txt
1789157869.382211,1789157869.383631,mouse.txt
1789157859.30126,1789157859.3029423,mouse.txt
1789157859.6461523,1789157859.6480236,mouse.txt
1789157861.7784095,1789157861.779947,mouse.txt
